county_id,county_name,cnty_txbl_val,cnty_calculated_levy,schl_txbl_val,schl_calculated_levy,city_txbl_val,city_calculated_levy,spec_txbl_val,spec_calculated_levy,tot_txbl_val,tot_calculated_levy,avg_eff_prop_tax_rate,avg_eff_prop_tax_rate_pct
156,Martin,27585937487.0,54537398.123154,27183912271.0,210573692.0,403353047.0,2435955.0,56461415803.0,36293238.0,56461415803.0,303840283.123154,0.005381379102913141,0.5381379102913141
157,Mason,826493835.0,5311876.0,625555623.0,4682820.0,269432104.0,448691.0,844562732.0,246072.0,844562732.0,10689459.0,0.012656796937613393,1.2656796937613393
158,Matagorda,10384808522.0,34945919.0,9703006672.0,89266556.0,1689572589.0,9536688.0,55321688407.0,35255367.0,55321688407.0,169004530.0,0.00305494164886362,0.305494164886362
159,Maverick,4995885640.0,18900085.0,3778288642.0,31175415.0,2497180351.0,11987764.0,4983007964.0,6029440.0,4995885640.0,68092704.0,0.01362975634486301,1.3629756344863009
160,McCulloch,1152373860.0,7031669.949321,949855848.0,8412232.0,330604910.0,1118251.0,2303356620.0,1209238.0,2303356620.0,17771390.949321,0.007715431815903957,0.7715431815903957
161,McLennan,30743444887.0,102930591.0,25840055506.0,258757053.0,26099327104.0,171427309.0,32864684347.0,42493786.0,32864684347.0,575608739.0,0.017514506846390675,1.7514506846390676
162,McMullen,4645634996.0,21369921.0,4630526795.0,36507073.0,0.0,0.0,4650566270.0,184627.0,4650566270.0,58061621.0,0.012484849721322216,1.2484849721322218
163,Medina,7663379819.0,33982148.58254,5757806872.0,60981442.0,1560898852.0,8064277.0,26158207678.0,18015827.0,26158207678.0,121043694.58254,0.004627369584053809,0.46273695840538087
164,Menard,343030470.0,2607957.952284,292448001.0,1947647.0,76329750.0,381588.0,992785610.0,4117032.0,992785610.0,9054224.952284,0.009120020335794352,0.9120020335794352
165,Midland,66575572430.0,80805435.0,60819319859.0,525343036.0,24626994286.0,87835442.0,136393597339.0,102284937.0,136393597339.0,796268850.0,0.005838022205843801,0.5838022205843801
166,Milam,3743853224.0,19138091.0,3199840341.0,35452725.0,1031140726.0,7151815.0,6103284930.0,4640258.0,6103284930.0,66382889.0,0.010876583636740027,1.0876583636740027
167,Mills,908866784.0,5508641.986464,749320015.0,6373429.0,8833780.0,11354.0,0.0,0.0,908866784.0,11893424.986464001,0.013085993674584549,1.3085993674584548
168,Mitchell,1260050967.0,5751515.1604,1136378212.0,11066319.0,215921365.0,1446413.0,2526647248.0,4070496.0,2526647248.0,22334743.1604,0.008839676048201565,0.8839676048201566
169,Montague,2893397461.0,14354145.0,2237402123.0,19583597.0,770387714.0,3707041.0,1143440532.0,1300531.0,2893397461.0,38945314.0,0.013460063653522368,1.3460063653522367
170,Montgomery,109225859474.0,411781490.0,94872770500.0,952899920.0,24390245025.0,100275471.0,389125981725.0,587533111.0,389125981725.0,2052489992.0,0.005274615647357414,0.5274615647357415
171,Moore,2932974847.0,14187877.240594,2470970206.0,26007276.0,1342172001.0,7119116.0,11526691694.0,9800714.0,11526691694.0,57114983.240594,0.0049550195977154585,0.4955019597715459
172,Morris,1182657101.0,4848894.469666,838857546.0,6712713.0,425683643.0,2160878.0,1164781831.0,1281260.0,1182657101.0,15003745.469666,0.012686471384630024,1.2686471384630023
173,Motley,201886885.0,1242836.0,186006023.0,1152662.0,30971347.0,165308.0,408122944.0,444586.0,408122944.0,3005392.0,0.00736393786280244,0.736393786280244
174,Nacogdoches,5696090029.0,24493187.0,4286066759.0,43908746.0,2615231929.0,14859075.0,7819990698.0,2875188.0,7819990698.0,86136196.0,0.011014871925874508,1.1014871925874508
175,Navarro,8528181255.0,35792776.28407,7022678030.0,69227966.0,3182330198.0,15463902.0,10111719370.0,9625423.0,10111719370.0,130110067.28407,0.012867254570977081,1.2867254570977082
176,Newton,1608450780.0,11205192.0,1339888568.0,12330292.0,79380896.0,107201.0,1368637159.0,566583.0,1608450780.0,24209268.0,0.015051295508091332,1.5051295508091331
177,Nolan,2884034200.0,11537319.467127,2552367595.0,23489973.0,823610607.0,4393495.0,6323782570.0,10842443.0,6323782570.0,50263230.467127,0.007948285683567865,0.7948285683567865
